Credit Card Number,Transaction Value,Transaction Location,Establishment Type,Transaction Time,Day of the Week,Expense Category,Cardholder Age,Cardholder Gender,Payment History,Card Limit,Current Balance,Previous Transactions,Supplementary Cards,Avg Previous Transaction Value,Foreign Transactions,Credit Utilization,Previous Suspicious Transactions,Time Since Last Transaction (days),Class (Fraud)
1615380177843001,4729.49,Houston,Pharmacy,06:45,Sunday,Travel,65,Non-binary,Average,8427,52.13,38,0,55.7,6,0.08,2,10,0
2770912310396905,4354.44,Boston,Electronics Store,22:36,Wednesday,Entertainment,64,Female,Good,19353,7244.61,30,4,141.4,2,0.47,2,7,0
8814601640719105,1054.43,Denver,Supermarket,00:52,Friday,Entertainment,66,Male,Good,6464,3264.2,48,1,335.14,1,0.73,2,23,0
0350914631505463,2492.06,San Francisco,Supermarket,06:34,Thursday,Utilities,39,Female,Good,4996,9356.02,48,2,182.51,2,0.8,3,12,0
7527235334024231,1067.94,Las Vegas,Supermarket,04:34,Tuesday,Food,72,Non-binary,Good,9776,11671.77,34,2,420.75,6,0.17,2,22,0
0983690995989281,444.35,Houston,Online Retailer,01:17,Sunday,Food,36,Female,Poor,13620,9248.58,23,4,184.82,5,0.32,0,4,0
9565228843976895,248.0,Boston,Gas Station,15:47,Monday,Entertainment,61,Male,Average,14883,3293.65,5,0,190.16,4,0.47,4,21,0
3367005241222508,275.15,San Francisco,Gas Station,19:24,Wednesday,Shopping,56,Male,Good,8518,2653.69,38,2,201.83,6,0.76,3,12,0
8728013581718347,2803.33,Denver,Pharmacy,11:59,Saturday,Health,69,Female,Average,13282,7427.51,28,2,33.64,5,0.96,3,25,0
8192265632192079,4848.73,Denver,Hotel,07:17,Friday,Food,30,Female,Average,14531,9195.28,18,3,246.35,5,0.32,1,22,1
7804133323218376,53.71,New York,Electronics Store,07:05,Tuesday,Travel,72,Non-binary,Average,3512,9565.88,36,3,431.57,5,0.38,3,27,0
8028143167952095,2908.8,Los Angeles,Gym,06:39,Saturday,Entertainment,70,Male,Good,16526,1793.67,1,4,216.15,4,0.14,4,13,1
7141347251055733,301.78,Los Angeles,Clothing Store,08:24,Saturday,Travel,46,Female,Good,4611,3733.26,26,2,172.34,5,0.92,1,9,0
1254565401437299,3863.08,Chicago,Gas Station,20:05,Friday,Travel,31,Female,Average,19728,11915.56,8,0,137.05,3,0.92,0,13,1
9777158540872801,4981.53,Boston,Clothing Store,12:54,Monday,Travel,66,Non-binary,Average,14067,11937.23,28,2,225.26,6,0.53,0,8,0
7832615997201958,3796.49,Las Vegas,Hotel,09:14,Friday,Food,58,Male,Poor,8568,639.46,21,4,209.95,0,0.2,3,15,0
3907413121416294,627.8,Denver,Gym,03:45,Friday,Health,68,Male,Good,12386,145.0,47,2,437.41,6,0.43,0,14,0
6213147778670488,2806.35,New York,Pharmacy,21:07,Tuesday,Utilities,37,Male,Good,6840,13946.04,0,0,477.34,0,0.73,1,13,0
3728711443451876,300.89,Las Vegas,Gas Station,07:31,Monday,Utilities,29,Female,Poor,18151,7477.24,20,1,355.83,2,0.61,0,16,1
4984090614729780,2412.32,Seattle,Electronics Store,18:18,Friday,Utilities,74,Male,Average,7760,3392.31,29,1,282.86,9,0.36,3,18,0
8483166257279373,4328.36,Denver,Hotel,15:28,Wednesday,Health,77,Male,Good,7538,6081.82,35,3,209.98,8,0.32,3,29,0
6171421951145070,1402.12,Chicago,Gym,09:45,Tuesday,Travel,65,Non-binary,Average,4802,1135.78,10,1,404.47,4,0.2,1,12,0
8123440935510633,4688.34,Las Vegas,Cinema,21:59,Wednesday,Shopping,49,Male,Poor,16969,4382.31,41,2,131.93,6,0.57,0,19,0
5741785582933279,37.51,Seattle,Gym,22:04,Wednesday,Food,68,Female,Average,2423,12688.45,30,1,128.45,4,0.7,0,11,0
8024251976454223,689.88,Chicago,Supermarket,02:45,Wednesday,Entertainment,79,Female,Poor,9849,14421.22,21,3,103.32,6,0.72,0,12,0
8447357495812651,1419.99,Miami,Gym,03:56,Tuesday,Health,65,Male,Good,18292,14318.84,35,4,399.75,3,0.36,0,23,0
5729191015088028,3084.84,Chicago,Gas Station,18:56,Saturday,Shopping,79,Female,Poor,16878,465.02,32,1,21.45,1,0.07,1,15,0
7561704804966476,3197.39,San Francisco,Gas Station,20:30,Wednesday,Health,59,Non-binary,Poor,4791,8990.77,30,0,190.88,5,0.02,4,18,0
2109503994932222,2437.58,Los Angeles,Electronics Store,10:53,Thursday,Travel,43,Male,Good,2259,467.21,7,3,317.84,2,0.38,3,27,0
1162089831885446,2693.93,Miami,Pharmacy,14:33,Thursday,Health,20,Non-binary,Poor,11974,11432.21,42,2,44.31,5,0.21,0,23,0
5567208209330037,4698.38,Houston,Clothing Store,05:12,Sunday,Shopping,53,Male,Average,16278,13303.95,45,2,306.3,0,0.67,2,7,0
2385998450741778,2911.75,Chicago,Clothing Store,07:17,Monday,Food,35,Non-binary,Poor,9879,4724.76,33,2,221.2,1,0.65,0,11,0
1414734595502226,2534.87,Denver,Restaurant,21:59,Tuesday,Health,50,Non-binary,Good,7328,6360.46,5,1,42.05,0,0.67,3,14,0
5226627406365875,774.58,Denver,Restaurant,23:50,Saturday,Travel,57,Male,Poor,19213,8514.12,36,4,422.0,9,0.67,0,28,0
4704960552340865,2458.45,New York,Cinema,10:30,Tuesday,Travel,63,Male,Poor,10158,5910.18,24,2,68.08,1,0.7,0,12,0
7893428546738210,200.32,Miami,Clothing Store,11:02,Thursday,Food,41,Male,Poor,17934,4101.44,21,1,48.72,0,0.28,1,17,0
1228989403679539,1181.69,San Francisco,Supermarket,23:22,Sunday,Health,73,Non-binary,Good,9239,9174.1,23,1,483.24,4,0.78,0,23,1
8548138096727203,385.92,Houston,Restaurant,02:23,Monday,Food,26,Female,Poor,12738,10143.25,44,4,328.05,2,0.14,2,7,0
0332477224238558,2859.86,Denver,Clothing Store,21:33,Thursday,Travel,21,Male,Average,3656,9191.45,41,4,401.95,2,0.37,4,5,0
2811113545254814,4556.51,Chicago,Gas Station,15:27,Tuesday,Travel,63,Non-binary,Average,1440,5927.78,31,2,224.41,0,0.78,4,26,0
2984527394449019,2050.87,New York,Online Retailer,07:31,Friday,Food,40,Non-binary,Poor,15031,62.55,15,1,79.88,1,0.28,1,23,0
6788400890761332,1379.03,Houston,Pharmacy,01:40,Friday,Utilities,74,Female,Average,6420,9838.6,15,1,42.07,8,0.28,1,18,0
3252465836846372,474.52,Seattle,Clothing Store,09:36,Tuesday,Travel,39,Female,Good,19182,11588.06,25,2,376.63,0,0.49,1,20,0
4259302604995439,3174.96,Seattle,Gas Station,08:16,Sunday,Travel,77,Female,Average,12055,13221.32,32,2,210.28,0,0.42,3,1,0
0306365836390785,3774.97,Los Angeles,Gas Station,22:29,Friday,Food,73,Non-binary,Average,15667,898.68,25,4,121.62,4,0.47,3,23,0
8888380258658971,405.54,Denver,Hotel,20:33,Sunday,Health,68,Female,Poor,2106,13146.32,27,4,257.03,3,0.72,0,2,0
4277794308391492,1633.58,Los Angeles,Online Retailer,05:06,Sunday,Health,23,Male,Good,14361,4169.41,45,4,381.12,5,0.67,4,24,0
8778150373899649,2604.69,Boston,Hotel,08:09,Wednesday,Utilities,74,Male,Good,10936,8888.8,39,0,364.89,1,0.97,2,21,0
8292479791576612,935.45,Seattle,Electronics Store,00:26,Wednesday,Shopping,18,Male,Average,6721,8205.03,35,4,479.65,6,0.92,2,11,0
7730908448365628,1340.19,Houston,Online Retailer,00:23,Thursday,Travel,37,Male,Good,19059,8440.95,30,0,481.73,2,0.7,2,17,0
0209626177746040,3090.79,San Francisco,Hotel,07:12,Saturday,Entertainment,22,Female,Good,19448,2452.08,10,2,177.38,4,0.61,1,18,0
8769051034599169,4230.35,Las Vegas,Electronics Store,23:39,Wednesday,Travel,77,Non-binary,Poor,10284,13272.86,35,1,87.17,7,0.84,4,15,0
1430701549366853,1717.61,Houston,Cinema,09:41,Tuesday,Utilities,67,Non-binary,Good,17574,9903.16,27,3,49.86,0,0.93,1,9,0
2322680118263582,3674.28,Miami,Supermarket,10:43,Friday,Entertainment,52,Female,Good,18095,12719.02,17,1,364.45,2,0.74,3,10,0
9697325241722208,3187.14,Miami,Pharmacy,04:42,Wednesday,Food,73,Female,Poor,11539,453.93,33,1,255.01,2,0.38,4,25,0
9143213928980041,624.36,Miami,Restaurant,15:13,Saturday,Health,74,Non-binary,Good,7347,5633.39,39,2,8.48,6,0.56,4,7,0
1548569088875725,4861.72,Boston,Pharmacy,06:29,Wednesday,Travel,54,Male,Good,7993,8474.87,16,3,8.18,5,0.23,4,0,0
1486894101698329,1917.99,Boston,Restaurant,21:21,Friday,Utilities,31,Non-binary,Poor,19603,6061.62,20,4,116.25,6,0.89,3,19,0
2401006413501314,2457.68,Seattle,Hotel,14:08,Wednesday,Shopping,54,Non-binary,Poor,10459,7167.03,2,0,145.9,1,1.0,4,5,0
7277234412845405,4530.18,Denver,Gym,08:55,Tuesday,Food,31,Female,Poor,5425,7523.41,14,4,116.12,4,0.61,1,1,0
1534208549798845,481.83,Denver,Online Retailer,19:57,Monday,Utilities,41,Male,Poor,2692,10175.15,33,1,232.92,4,0.67,2,16,0
4949326827257678,665.73,Chicago,Supermarket,06:58,Thursday,Food,73,Female,Average,7253,1127.68,5,0,200.05,4,0.35,3,27,0
9990084237214846,4199.36,Las Vegas,Hotel,13:41,Wednesday,Health,40,Non-binary,Good,13304,6129.75,4,0,381.11,6,0.16,2,6,1
6926724506756957,2022.97,Seattle,Supermarket,18:10,Thursday,Utilities,68,Male,Good,3630,1881.61,1,3,434.23,6,0.76,4,29,0
8556065901656456,3920.85,San Francisco,Electronics Store,13:46,Monday,Entertainment,25,Non-binary,Poor,15687,413.12,47,2,214.92,5,0.91,3,1,0
7167494751707486,1764.34,San Francisco,Gas Station,18:18,Wednesday,Utilities,42,Male,Average,8939,4266.65,5,2,155.54,3,0.01,0,19,0
8364803903631111,3350.1,San Francisco,Gas Station,11:06,Tuesday,Entertainment,79,Female,Good,4249,7536.92,4,4,232.81,7,0.08,2,22,0
4840309339057708,2123.41,Boston,Gas Station,07:36,Wednesday,Utilities,65,Non-binary,Poor,11096,13128.82,46,2,359.37,9,0.55,1,1,0
2300611674004196,477.68,Boston,Supermarket,07:09,Tuesday,Health,60,Non-binary,Average,18126,5839.37,2,4,290.41,5,0.42,3,2,0
4018186421757859,4754.65,Houston,Restaurant,06:19,Thursday,Travel,21,Non-binary,Good,12089,11158.1,44,0,106.43,5,0.16,2,4,0
1908879142573835,3314.06,Los Angeles,Online Retailer,16:40,Thursday,Shopping,44,Non-binary,Average,14123,6980.02,31,0,157.55,0,0.65,2,17,0
2101530653562525,4000.12,Boston,Clothing Store,05:06,Sunday,Utilities,18,Male,Good,12434,7924.97,10,2,339.34,1,0.31,3,25,0
4158122366183027,1904.45,Seattle,Electronics Store,21:37,Saturday,Shopping,73,Female,Poor,4839,12338.17,27,2,263.16,5,0.85,0,28,0
9059624907968976,4355.82,Seattle,Cinema,21:41,Monday,Travel,74,Male,Average,14322,8702.75,46,1,480.63,1,0.24,2,23,0
7536780991755951,4240.36,New York,Restaurant,23:42,Monday,Health,79,Male,Average,5031,10185.87,39,3,45.94,7,0.79,2,1,0
3271200758506656,211.33,Denver,Hotel,03:05,Saturday,Health,75,Female,Poor,3306,8535.45,7,3,6.68,3,0.2,2,29,0
0376372591250776,771.24,New York,Supermarket,19:07,Tuesday,Utilities,34,Non-binary,Good,5007,1031.85,45,4,299.26,2,0.49,1,25,0
6212535764064389,1872.33,New York,Hotel,04:14,Tuesday,Shopping,43,Male,Good,18028,129.78,49,0,186.37,4,0.31,4,2,0
9918811783984243,1300.5,Denver,Supermarket,04:14,Tuesday,Travel,67,Female,Good,14639,857.84,11,2,95.88,9,0.44,0,17,0
4727778081300611,4502.34,Miami,Gym,02:27,Saturday,Travel,68,Male,Poor,9594,960.14,23,0,465.68,1,0.31,1,8,0
2344576902192910,857.83,New York,Gas Station,16:18,Saturday,Food,60,Non-binary,Poor,14763,10457.54,29,3,353.15,6,0.39,3,3,0
3154511323259544,3156.96,Boston,Online Retailer,13:36,Wednesday,Health,55,Female,Average,5432,12677.1,19,0,297.44,3,0.24,2,16,0
0576410995087222,44.8,Denver,Hotel,01:15,Tuesday,Entertainment,45,Male,Poor,14388,11934.53,28,3,454.04,1,0.29,4,1,0
0896352266630412,2284.1,Los Angeles,Gas Station,05:11,Sunday,Shopping,22,Male,Good,12394,14897.89,25,0,231.17,8,0.73,2,2,0
6792439958150471,2957.07,New York,Restaurant,04:27,Wednesday,Food,53,Male,Average,13209,4552.87,4,1,46.24,6,0.25,2,16,0
1786326641499760,3776.27,Boston,Online Retailer,09:24,Monday,Food,70,Male,Average,6008,12583.32,29,0,167.05,6,0.23,2,27,0
2571250263228036,1215.42,Chicago,Cinema,11:41,Wednesday,Health,41,Non-binary,Good,1330,14507.89,26,0,127.68,8,0.3,1,4,0
7907385323423998,45.93,Los Angeles,Online Retailer,13:15,Wednesday,Food,77,Male,Good,8904,1609.58,42,2,478.34,0,0.27,1,17,0
2737807442097572,3564.09,San Francisco,Gas Station,19:32,Tuesday,Travel,64,Male,Average,14845,58.68,13,3,55.4,0,0.33,0,12,0
0578326132778420,699.65,Boston,Gas Station,06:55,Thursday,Shopping,28,Female,Average,10193,2404.16,28,0,348.36,5,0.5,0,4,0
4905261075043744,3578.0,Boston,Gas Station,15:43,Friday,Health,24,Male,Poor,6619,8296.81,33,1,353.38,7,0.44,2,6,0
2296596910608795,1050.21,Los Angeles,Cinema,12:34,Wednesday,Food,26,Female,Average,10281,2350.39,32,1,136.41,0,0.18,3,14,0
6837632676341636,4936.58,Houston,Clothing Store,00:42,Wednesday,Entertainment,52,Non-binary,Poor,9977,1608.34,38,2,268.38,5,0.16,2,24,0
3145318097970554,1012.89,Las Vegas,Cinema,15:42,Sunday,Food,75,Female,Good,17422,14206.42,5,2,274.2,8,0.48,0,24,0
3027479559429749,1352.43,Denver,Clothing Store,01:09,Friday,Health,37,Non-binary,Average,13291,12151.91,1,0,17.65,0,0.1,3,1,0
8329635957981345,1008.69,Denver,Gym,13:22,Thursday,Entertainment,40,Female,Average,13159,9721.43,39,3,210.04,3,0.95,2,25,1
3841733982331639,4591.99,Seattle,Gym,21:58,Wednesday,Travel,47,Non-binary,Good,3544,11598.42,24,1,233.53,5,0.34,0,7,0
0753359535006532,1850.28,Boston,Gas Station,01:34,Saturday,Shopping,66,Female,Good,11769,5096.98,4,0,285.98,9,0.6,1,19,0
8134707370968169,2880.67,New York,Pharmacy,00:11,Sunday,Health,33,Non-binary,Good,10400,4930.21,16,2,270.0,5,0.13,1,29,0
3376312237630240,2950.76,Los Angeles,Restaurant,11:31,Thursday,Health,25,Female,Good,8410,14268.33,19,0,351.78,5,0.21,3,10,1
8156787172841826,454.47,San Francisco,Hotel,00:12,Monday,Shopping,63,Female,Good,9128,1775.33,26,1,453.08,8,0.29,3,16,0
7104665333061972,1047.89,San Francisco,Clothing Store,23:22,Tuesday,Travel,35,Female,Average,12233,12659.78,26,0,133.55,5,0.6,3,27,0
4303149747990233,423.58,Houston,Hotel,12:34,Monday,Food,67,Male,Poor,6859,621.71,30,3,254.05,8,0.21,3,29,0
8114092786124929,417.77,Denver,Online Retailer,02:50,Wednesday,Entertainment,79,Non-binary,Poor,18362,4660.82,23,2,387.68,4,0.89,0,29,0
0383587843263583,1087.75,Las Vegas,Supermarket,03:10,Sunday,Health,36,Female,Poor,19809,71.96,16,2,189.84,9,0.9,2,7,0
7315944381931992,1485.31,New York,Hotel,20:31,Sunday,Health,62,Non-binary,Poor,16462,1814.83,4,3,316.5,3,0.9,1,24,0
8327176317703700,1483.14,San Francisco,Cinema,18:38,Thursday,Entertainment,20,Male,Average,18133,10731.3,11,1,216.73,6,0.58,2,25,0
2247235871407065,1842.62,San Francisco,Restaurant,15:41,Thursday,Food,26,Male,Average,12941,13304.98,6,1,165.58,1,0.86,2,11,0
2333762176287049,2922.46,Seattle,Restaurant,14:44,Tuesday,Shopping,55,Male,Good,5031,12725.73,39,2,213.54,8,0.3,3,4,0
9699854013301325,2696.59,Houston,Cinema,18:34,Thursday,Health,69,Female,Good,7431,1331.07,25,1,27.86,0,0.3,0,3,0
7183107784121129,4533.62,Las Vegas,Clothing Store,07:32,Saturday,Entertainment,62,Female,Poor,9506,1840.99,7,0,380.77,3,0.9,3,2,0
6382866914422675,274.17,San Francisco,Clothing Store,01:07,Friday,Travel,63,Female,Good,10279,6513.91,45,1,186.81,8,0.77,4,19,0
5707246574656601,4798.98,Los Angeles,Gym,22:41,Sunday,Utilities,35,Female,Average,2014,7481.08,35,2,200.66,4,0.44,3,16,0
6298140470274951,4668.73,Las Vegas,Gas Station,06:13,Sunday,Food,34,Non-binary,Poor,9498,13566.11,39,1,254.71,4,0.42,0,23,0
1153212529058735,4409.36,Las Vegas,Gas Station,07:53,Monday,Travel,52,Non-binary,Poor,13687,12876.08,4,2,379.66,5,0.45,0,28,0
7401904124930235,36.04,Denver,Gas Station,14:52,Saturday,Entertainment,61,Male,Poor,2835,14373.27,23,1,99.46,6,0.93,0,20,0
3620780472789218,1327.07,Miami,Electronics Store,06:24,Tuesday,Shopping,20,Male,Average,17562,2999.07,14,4,189.08,7,0.33,1,6,0
1678234664711812,3957.68,Boston,Gas Station,01:37,Monday,Entertainment,71,Male,Poor,9583,13443.6,9,2,477.43,6,0.22,0,1,0
0066763140175288,3615.01,Chicago,Pharmacy,05:07,Saturday,Health,69,Female,Average,9834,2058.45,47,3,325.62,0,0.76,4,29,0
0170659508821612,1979.76,San Francisco,Gym,13:49,Friday,Entertainment,33,Male,Average,5747,1383.05,22,0,53.46,0,0.95,1,14,0
7567145637659657,3872.47,Boston,Hotel,09:06,Monday,Utilities,22,Male,Good,14566,3754.47,35,2,209.35,6,0.37,0,23,0
8216713365289580,2021.65,San Francisco,Gas Station,09:25,Wednesday,Shopping,68,Female,Poor,5634,12510.44,26,3,284.63,5,0.46,3,15,0
6591760964925025,359.04,Boston,Gym,13:42,Tuesday,Entertainment,75,Female,Good,19196,6058.85,6,2,195.93,3,0.47,0,22,0
1888102863924561,2138.82,Los Angeles,Cinema,07:03,Thursday,Food,57,Male,Poor,13219,10300.7,24,0,411.84,6,0.78,2,17,1
8592283202671426,1381.06,Seattle,Pharmacy,02:58,Tuesday,Utilities,27,Female,Good,11628,5082.88,15,0,183.17,7,0.69,3,21,0
3431369427319521,2181.28,Houston,Restaurant,05:11,Sunday,Utilities,39,Non-binary,Poor,15706,1364.73,24,0,428.61,6,0.64,1,18,0
9998140722029627,3586.75,Houston,Electronics Store,15:45,Monday,Travel,58,Non-binary,Average,10821,4709.06,7,4,97.4,1,0.94,0,28,0
3656476690500943,3720.47,Las Vegas,Pharmacy,02:06,Saturday,Food,30,Female,Good,11987,12828.14,24,1,483.98,3,0.66,4,2,0
0791396498609452,4259.87,Miami,Supermarket,11:08,Thursday,Health,69,Male,Good,13418,11283.57,43,4,420.29,2,0.62,1,15,0
1767550395021163,4844.84,San Francisco,Gas Station,19:37,Saturday,Shopping,55,Male,Average,18319,5088.83,36,1,128.45,1,0.56,3,15,0
2243344685512101,4657.66,Denver,Restaurant,21:07,Wednesday,Utilities,25,Non-binary,Poor,13904,4533.82,27,0,203.59,4,0.98,2,20,0
6557382813503430,2794.29,Boston,Cinema,15:08,Friday,Shopping,18,Female,Average,6155,1601.76,0,4,369.59,1,0.58,4,21,0
7561236600743664,1853.97,Los Angeles,Supermarket,16:29,Monday,Shopping,71,Non-binary,Poor,6786,2680.61,46,2,121.91,8,0.07,4,16,0
0006867874743571,2620.14,Denver,Supermarket,19:35,Monday,Food,73,Male,Good,9357,8212.26,30,3,440.55,6,0.33,4,29,0
0993000082234933,4479.98,Denver,Cinema,15:49,Saturday,Shopping,72,Female,Poor,10789,13357.59,31,3,123.34,2,0.59,1,23,0
3505252370158852,1612.9,Seattle,Clothing Store,18:58,Tuesday,Entertainment,67,Male,Good,1721,7173.41,0,4,233.77,7,0.32,3,21,1
7157241818778300,572.34,Los Angeles,Electronics Store,10:23,Tuesday,Travel,62,Male,Average,7546,1623.57,44,2,337.36,5,0.02,4,12,0
8622752283851799,3558.43,Las Vegas,Supermarket,01:23,Thursday,Utilities,31,Male,Average,3491,11849.59,30,2,451.11,9,0.7,4,4,0
7937318462251007,3774.41,San Francisco,Pharmacy,10:00,Sunday,Travel,51,Female,Good,7656,11237.69,44,3,13.85,7,0.49,2,19,0
1828507450097302,296.53,Chicago,Gym,15:15,Thursday,Shopping,46,Male,Average,15563,256.89,28,4,212.85,5,0.66,4,3,0
5493920229891448,1178.22,Las Vegas,Online Retailer,04:09,Saturday,Health,68,Female,Poor,3100,14137.88,25,0,451.46,1,0.15,1,21,0
7139570066337660,1354.71,Seattle,Pharmacy,23:09,Sunday,Entertainment,55,Non-binary,Good,11583,3451.92,5,3,347.01,1,0.86,4,0,0
5300438447872901,4437.07,Miami,Clothing Store,03:21,Friday,Entertainment,56,Male,Poor,15532,2979.39,18,3,387.96,9,0.68,4,3,0
8843371790872564,4782.38,Las Vegas,Gym,19:42,Tuesday,Entertainment,55,Non-binary,Poor,13879,8282.32,38,0,129.41,9,0.98,0,18,0
5238465282233980,1623.29,New York,Electronics Store,09:23,Sunday,Health,71,Male,Poor,18868,4838.27,14,2,43.18,8,0.44,4,18,0
7192666999021230,924.3,Houston,Electronics Store,14:42,Tuesday,Shopping,65,Female,Average,13177,989.33,11,0,222.22,1,0.87,3,22,0
0343199758001729,1013.22,Las Vegas,Electronics Store,00:39,Tuesday,Health,46,Female,Good,7421,1636.29,45,4,242.48,4,0.68,2,7,0
8844426833223784,166.42,Chicago,Gas Station,03:11,Monday,Entertainment,41,Non-binary,Poor,16794,6631.23,37,3,362.26,0,0.82,3,13,0
7964766543800845,3762.29,Houston,Restaurant,01:58,Sunday,Food,63,Non-binary,Poor,1604,7644.24,43,4,412.54,6,0.86,1,25,0
3003673719683463,2328.96,Boston,Pharmacy,05:55,Thursday,Food,72,Non-binary,Average,12024,5954.96,10,1,282.53,8,0.18,4,23,0
4658786221971610,3393.35,San Francisco,Pharmacy,08:39,Friday,Health,62,Non-binary,Poor,17844,7606.59,45,2,160.47,6,0.94,1,29,0
6612131475671129,591.02,San Francisco,Restaurant,23:54,Wednesday,Utilities,54,Non-binary,Poor,5839,11974.29,6,2,20.91,4,0.97,1,2,0
6026950475530903,1539.17,Boston,Pharmacy,12:55,Thursday,Health,54,Non-binary,Good,9122,5963.96,25,3,114.97,5,0.01,3,16,0
8074688336614578,1038.59,Houston,Online Retailer,15:21,Monday,Entertainment,18,Female,Good,18493,8716.07,27,3,303.53,9,0.92,3,29,0
1424803781882409,318.44,Las Vegas,Gym,04:01,Thursday,Entertainment,55,Male,Poor,8005,8.17,22,0,169.01,3,0.3,2,5,0
2211249635653627,1400.56,Boston,Cinema,00:31,Thursday,Travel,24,Non-binary,Good,15919,9163.34,16,3,404.44,9,0.83,0,9,0
1976675597727113,4366.23,Los Angeles,Pharmacy,09:36,Sunday,Health,72,Female,Good,9295,9166.22,11,4,59.33,3,0.72,4,3,0
8979390057775087,566.87,New York,Gym,03:12,Thursday,Health,53,Female,Average,16578,8313.08,26,1,100.54,7,0.25,1,16,0
5997439794751015,2398.88,Miami,Gas Station,14:53,Tuesday,Shopping,33,Male,Poor,4564,9356.23,3,1,348.76,9,0.54,1,3,0
3844145872811145,2932.21,Houston,Clothing Store,02:33,Tuesday,Travel,66,Male,Poor,6704,2364.03,45,0,289.31,0,0.7,3,5,0
5556808619526874,4911.75,New York,Supermarket,13:14,Wednesday,Travel,48,Female,Average,5981,3437.2,5,4,459.91,1,0.79,4,15,0
3070250888666535,4619.01,Miami,Pharmacy,20:14,Tuesday,Travel,45,Non-binary,Poor,16312,6063.34,0,1,410.51,5,0.9,1,17,0
9307887974783883,2334.75,Chicago,Electronics Store,03:12,Monday,Utilities,55,Female,Average,14651,1226.18,20,0,201.15,0,0.74,2,17,0
0740364043566157,3274.65,Houston,Cinema,15:44,Sunday,Travel,70,Male,Good,6839,12517.3,21,0,203.62,4,0.14,1,23,0
9163906198703582,3660.18,Miami,Restaurant,20:17,Tuesday,Utilities,75,Female,Average,1564,14639.73,5,4,370.02,6,0.67,2,24,0
5346052569238877,786.67,Las Vegas,Electronics Store,07:54,Saturday,Travel,42,Female,Good,19891,5815.87,38,0,166.69,0,0.25,2,12,0
8863381844125545,3498.16,Boston,Electronics Store,05:51,Tuesday,Entertainment,31,Female,Poor,12812,1696.31,9,1,58.42,1,0.18,3,6,0
6596135386543249,1042.35,Seattle,Electronics Store,02:42,Saturday,Health,44,Non-binary,Poor,14409,7489.41,48,4,314.23,0,0.87,4,2,0
8419555074363100,89.82,Chicago,Supermarket,10:02,Saturday,Health,76,Male,Good,11681,2968.75,7,3,498.33,5,0.07,3,16,0
0224184566184778,1722.02,Boston,Hotel,00:31,Friday,Health,35,Non-binary,Average,8466,11869.8,31,4,197.0,6,0.9,4,2,0
3363030492263652,1393.63,New York,Online Retailer,02:42,Saturday,Travel,73,Non-binary,Poor,10150,13592.04,6,4,265.54,2,0.89,3,12,0
4552635245016215,4372.14,San Francisco,Online Retailer,18:21,Tuesday,Travel,61,Male,Poor,12584,7965.98,27,3,495.42,5,0.39,3,22,0
0850724268757947,1903.9,Denver,Online Retailer,08:46,Saturday,Food,60,Female,Good,6372,1692.59,37,3,73.14,0,0.38,1,1,0
9113013838647450,2431.59,Denver,Pharmacy,06:44,Monday,Utilities,26,Non-binary,Poor,4085,11855.4,17,1,93.03,4,0.39,4,14,0
7754459374045233,508.26,Los Angeles,Restaurant,00:37,Monday,Health,32,Male,Poor,13180,13044.48,15,4,383.42,7,0.62,1,12,1
5801904734601438,2141.84,Seattle,Restaurant,05:04,Saturday,Travel,61,Non-binary,Average,11904,11480.19,24,0,213.32,7,0.94,2,21,0
5166092616074582,835.51,New York,Gas Station,17:21,Monday,Entertainment,76,Female,Poor,13847,4436.82,1,4,267.67,3,0.47,1,25,0
4179892539897685,3354.79,Houston,Clothing Store,01:10,Wednesday,Travel,59,Non-binary,Average,19333,11303.97,29,3,217.76,7,0.43,3,1,0
7191956716821959,1788.04,Boston,Clothing Store,00:13,Tuesday,Shopping,45,Male,Poor,2670,922.41,25,1,328.09,5,0.66,2,12,0
0049001496301393,2731.87,Chicago,Restaurant,14:14,Tuesday,Shopping,44,Non-binary,Good,11554,13047.17,7,0,415.43,7,0.17,2,5,0
2285308470920880,1207.37,New York,Electronics Store,03:40,Sunday,Health,18,Male,Average,2763,7458.1,2,1,127.39,8,0.46,4,21,0
4067677514858540,2266.49,New York,Gas Station,22:12,Monday,Utilities,29,Female,Poor,5768,7910.51,16,0,208.03,9,0.67,1,0,0
8674904155104413,607.98,New York,Gym,09:20,Sunday,Shopping,39,Female,Average,1594,13646.41,39,2,77.86,2,0.98,1,13,0
0993922173980767,734.17,Chicago,Online Retailer,16:01,Sunday,Food,18,Non-binary,Good,12771,9713.48,39,3,72.18,5,0.86,0,10,0
0888291842809969,2195.47,Boston,Cinema,12:16,Saturday,Food,56,Male,Average,3530,11792.74,39,3,353.48,4,0.61,4,27,0
3886072483525982,3186.98,Miami,Online Retailer,14:02,Monday,Shopping,28,Non-binary,Average,9093,825.37,44,4,474.27,8,0.18,2,8,0
3276706335757334,3859.52,Boston,Supermarket,08:06,Sunday,Entertainment,34,Female,Average,10599,11510.64,15,3,414.52,5,0.41,0,26,0
6981073295093976,32.16,San Francisco,Supermarket,02:16,Monday,Shopping,50,Non-binary,Average,10118,852.33,42,3,372.31,6,0.55,4,29,1
6913599482684259,95.91,San Francisco,Gas Station,22:23,Wednesday,Entertainment,54,Non-binary,Good,9735,2171.93,38,0,276.63,0,0.75,3,7,0
